   0.000     -0.4
   0.090     -0.4
   0.180     -0.4
   0.270     -0.4
   0.360     -0.4
   0.420     -0.4
   0.510     -0.4
   0.600     -0.4
   0.690     -0.4
   0.780     -0.4
   0.870     -0.4
   0.960     -0.4
   1.050     -0.3
   1.140     -0.3
   1.230     -0.3
   1.320     -0.3
   1.380     -0.3
   1.470     -0.3
   1.560     -0.4
   1.650     -0.4
   1.740     -0.5
   1.830     -0.3
   1.920     -0.4
   2.010     -0.4
   2.100     -0.4
   2.190     -0.4
   2.280     -0.4
   2.340     -0.3
   2.430     -0.3
   2.520     -0.4
   2.610     -0.4
   2.700     -0.3
   2.790     -0.3
   2.880     -0.3
   2.970     -0.3
   3.060     -0.4
   3.150     -0.4
   3.240     -0.5
   3.300     -0.4
   3.390     -0.4
   3.480     -0.4
   3.570     -0.3
   3.660     -0.4
   3.750     -0.4
   3.840     -0.4
   3.930     -0.4
   4.020     -0.4
   4.110      0.3
   4.230      5.0
   4.290      9.0
   4.350      9.6
   4.440      9.7
   4.530      9.7
   4.620      9.6
   4.710      9.5
   4.800      9.5
   4.890      9.6
   4.980      9.7
   5.070      9.6
   5.160      9.6
   5.220      9.7
   5.310      9.6
   5.400      9.6
   5.490      9.6
   5.580      9.6
   5.670      9.6
   5.761      9.7
   5.850      9.6
   5.970      9.6
   6.031      9.7
   6.121      9.7
   6.181      9.7
   6.271      9.6
   6.361      9.6
   6.450      9.6
   6.541      9.6
   6.631      9.6
   6.721      9.6
   6.811      9.6
   6.901      9.5
   6.991      9.6
   7.081      9.6
   7.141      9.5
   7.231      9.5
   7.321      9.7
   7.411      9.7
   7.501      9.6
   7.591      9.6
   7.681      9.5
   7.771      9.5
   7.861      9.5
   7.951      9.6
   8.011      9.6
   8.101      9.6
   8.191      9.6
   8.281      9.5
   8.371      9.6
   8.461      9.6
   8.551      9.7
   8.641      9.2
   8.731      3.9
   8.821     -0.1
   8.911     -0.3
   8.971     -0.4
   9.061     -0.4
   9.151     -0.4
   9.241     -0.4
   9.331     -0.4
   9.421     -0.4
   9.511     -0.4
   9.601     -0.3
   9.691     -0.3
   9.781     -0.4
   9.871     -0.4
   9.931     -0.4
  10.021     -0.4
  10.111     -0.5
  10.201     -0.5
  10.291     -0.4
  10.381     -0.3
  10.471     -0.3
  10.561     -0.4
  10.651     -0.4
  10.741     -0.4
  10.831     -0.4
  10.891     -0.4
  10.981     -0.5
  11.071     -0.4
  11.161     -0.3
  11.251     -0.4
  11.341     -0.3
  11.431     -0.4
  11.521     -0.3
  11.611     -0.4
  11.701     -0.4
  11.791     -0.4
  11.851     -0.4
  11.941     -0.4
  12.031     -0.5
  12.121     -0.4
  12.211     -0.4
  12.301     -0.3
  12.391     -0.4
  12.482      0.6
  12.571     17.8
  12.661     58.1
  12.751     81.1
  12.811     85.0
  12.901     82.6
  12.991     82.4
  13.111     82.5
  13.171     82.5
  13.261     82.5
  13.351     82.4
  13.441     82.4
  13.531     82.5
  13.621     82.5
  13.711     82.4
  13.771     82.4
  13.861     82.4
  13.951     82.4
  14.071     82.4
  14.161     82.4
  14.222     82.4
  14.311     82.4
  14.431     82.5
  14.491     82.4
  14.581     82.3
  14.671     82.4
  14.731     82.5
  14.821     82.5
  14.912     82.5
  15.001     82.5
  15.121     82.5
  15.182     82.5
  15.272     82.5
  15.361     82.5
  15.452     82.4
  15.542     82.5
  15.631     82.4
  15.691     82.4
  15.811     82.4
  15.871     82.4
  15.961     82.4
  16.051     82.4
  16.141     82.4
  16.232     82.4
  16.321     82.4
  16.411     82.4
  16.501     82.5
  16.561     82.5
  16.651     82.4
  16.741     82.4
  16.861     82.4
  16.921     82.5
  17.011     82.5
  17.101     84.5
  17.192     90.8
  17.282     94.5
  17.371     97.3
  17.491    101.0
  17.552    103.9
  17.612    106.4
  17.701    108.5
  17.791    110.5
  17.881    113.2
  17.972    116.3
  18.091    118.8
  18.151    121.5
  18.242    123.6
  18.332    126.0
  18.421    128.5
  18.482    130.8
  18.602    132.9
  18.662    134.8
  18.751    136.5
  18.872    138.1
  18.932    139.8
  19.022    141.6
  19.112    143.2
  19.202    144.9
  19.292    146.7
  19.382    148.3
  19.442    149.7
  19.561    151.0
  19.622    152.6
  19.712    154.1
  19.802    155.9
  19.892    157.6
  19.982    159.3
  20.072    160.6
  20.162    161.9
  20.252    163.0
  20.342    163.8
  20.402    163.9
  20.492    163.7
  20.582    163.6
  20.672    163.4
  20.762    163.4
  20.852    163.5
  20.942    163.5
  21.032    163.5
  21.122    163.5
  21.212    163.6
  21.302    163.6
  21.362     84.7
  21.842    163.5
  21.932    163.5
  22.052    163.6
  22.112    165.5
  22.202    170.1
  22.292    176.0
  22.382    180.6
  22.472    183.8
  22.532    186.7
  22.622    189.3
  22.712    191.4
  22.802    193.7
  22.922    196.2
  22.982    199.1
  23.072    202.4
  23.162    206.2
  23.252    210.3
  23.342    214.3
  23.432    218.4
  23.492    222.5
  23.582    225.6
  23.672    228.0
  23.762    230.3
  23.852    232.6
  23.942    234.5
  24.032    236.1
  24.152    237.9
  24.212    239.7
  24.302    241.3
  24.362    243.1
  24.452    245.0
  24.542    247.2
  24.632    250.2
  24.722    253.0
  24.842    255.5
  24.902    257.9
  24.992    259.9
  25.112    261.6
  25.172    263.1
  25.262    264.5
  25.322    266.0
  25.412    267.4
  25.502    268.8
  25.592    270.1
  25.682    271.5
