  25.772    272.8
  25.862    274.1
  25.952    275.2
  26.042    276.3
  26.132    277.3
  26.222    278.0
  26.282    278.2
  26.372    278.2
  26.462    278.2
  26.552    278.2
  26.642    278.2
  26.732    278.3
  26.822    278.2
  26.912    278.2
  27.002    278.3
  27.092    278.3
  27.182    278.3
  27.272    278.2
  27.332    278.3
  27.422    278.4
  27.512    278.3
  27.602    278.3
  27.692    278.2
  27.782    278.2
  27.872    278.3
  27.962    278.3
  28.052    278.3
  28.142    278.3
  28.202    278.3
  28.292    278.3
  28.382    278.3
  28.472    278.4
  28.562    278.3
  28.652    278.3
  28.742    278.3
  28.832    278.3
  28.922    278.3
  29.012    278.3
  29.102    278.3
  29.162    278.3
  29.252    278.3
  29.342    278.3
  29.432    278.3
  29.522    278.3
  29.612    278.2
  29.702    277.6
  29.792    276.0
  29.882    276.8
  29.972    276.6
  30.062    275.4
  30.122    281.2
  30.212    252.0
  30.302    175.5
  30.392     53.7
  30.482      1.8
  30.602     -0.4
  30.663     -0.4
  30.782     -0.5
  30.842     -0.4
  30.932     -0.4
  30.992     -0.3
  31.083     -0.4
  31.173     -0.4
  31.262     -0.4
  31.352     -0.5
  31.442     -0.4
  31.533     -0.4
  31.623     -0.5
  31.713     -0.4
  31.802     -0.4
  31.893     -0.5
  31.983     -0.4
  32.043     -0.4
  32.133     -0.4
  32.223     -0.4
  32.313     -0.5
  32.403     -0.4
  32.493     -0.4
